Geneid,M9-PCU1T-1,M9-PCU1T-3,M9-PCU1T-2,TB-PCU1T-6,TB-PCU1T-5,TB-PCU1T-4
thrL,92,153,129,153,161,145
thrA,24855,70138,48347,6451,3781,3607
thrB,3179,8770,6299,870,453,402
thrC,5548,14601,11171,2074,1067,985
yaaX,92,127,111,139,117,116
yaaA,691,499,520,1399,1512,1094
yaaJ,151,126,121,278,335,359
talB,10238,10181,10511,12494,12984,12573
mog,617,546,586,1633,1810,1786
satP,233,241,215,399,544,499
yaaW,27,17,32,72,48,48
mbiA,0,0,0,0,0,0
yaaI,39,36,28,31,25,38
dnaK,7677,6530,6843,13709,27796,36178
dnaJ,3645,3166,3111,9170,16664,18888
insL-1,704,701,618,1118,1926,1979
mokC,86,77,111,42,50,70
hokC,0,0,0,0,0,0
sokC,17,19,12,4,3,7
nhaA,1193,1008,916,842,735,760
nhaR,1392,1165,1329,854,716,803
insB-1,181,139,148,119,141,137
insA-1,138,137,141,251,242,290
rpsT,9737,8922,8366,18496,18776,20399
yaaY,161,201,150,152,167,163
ribF,6951,7602,6775,5376,5872,6136
ileS,22094,23259,20471,17227,17965,17697
lspA,3472,3980,3596,2396,2523,2680
fkpB,3153,3849,3161,2468,2975,2953
ispH,2376,2786,2463,1917,2229,2174
rihC,152,144,133,555,503,479
dapB,1437,1403,1355,1133,1057,973
carA,3114,1924,2363,458,497,475
carB,6271,3974,4681,1226,1370,1425
caiF,333,286,333,494,450,435
caiE,27,20,27,48,54,46
caiD,5,11,11,59,72,58
caiC,144,155,125,575,609,581
caiB,143,168,132,621,707,628
caiA,52,59,57,189,200,193
caiT,32,30,43,27,12,19
fixA,13,13,8,6,14,14
fixB,11,13,15,12,15,15
fixC,25,23,24,22,20,23
fixX,2,6,2,1,2,3
yaaU,12,17,16,5,16,10
kefF,104,97,103,161,92,102
kefC,200,223,196,314,209,248
folA,631,610,636,3931,3659,3905
apaH,1494,1191,1218,1812,1838,2024
apaG,1775,1684,1666,1260,1383,1361
rsmA,1938,1775,1730,1964,2159,2127
pdxA,2005,1721,1722,1749,1870,1914
surA,8030,7135,7057,9360,8566,9018
lptD,9322,8834,8329,9063,9037,8889
djlA,1488,1535,1531,1740,1689,1737
yabP,462,444,464,313,331,339
yabQ,257,267,301,127,117,131
rluA,419,487,463,1952,2284,2536
rapA,2462,2417,2302,17321,18720,19295
polB,1326,1095,1145,1218,1006,1089
araD,25,29,31,20,31,37
araA,103,103,88,83,93,66
araB,38,47,43,18,22,32
araC,181,180,193,55,51,55
yabI,347,314,321,343,317,315
thiQ,132,97,101,256,289,250
thiP,151,111,119,756,687,629
thiB,101,73,79,393,366,367
sgrR,494,476,519,718,760,699
sgrS,64,75,65,119,106,101
sgrT,98,80,105,123,102,128
setA,203,219,190,87,111,114
leuD,1425,2423,928,179,169,165
leuC,1912,4898,1574,252,201,212
leuB,1617,5681,2522,219,201,204
leuA,2566,12485,8797,275,261,245
leuL,374,468,481,17,19,12
leuO,557,685,641,93,97,130
yabR,0,2,5,0,1,0
ilvI,1706,1377,1215,124,137,96
ilvH,1017,824,761,91,70,76
cra,554,450,429,1161,1216,1095
mraZ,901,902,788,1579,1784,1998
rsmH,1305,1262,1205,2518,2675,3026
ftsL,581,498,462,965,1027,1145
ftsI,1650,1390,1390,2675,2745,2963
murE,1807,1652,1550,3415,3658,4093
murF,3020,2873,2886,3504,4082,4422
mraY,1654,1509,1428,1554,1512,1406
murD,1857,1615,1596,1698,1629,1497
ftsW,1512,1363,1333,1297,1215,1170
murG,1475,1418,1250,1520,1570,1526
murC,3085,2659,2560,4578,4083,3885
ddlB,1802,1689,1654,2334,2394,2308
ftsQ,1718,1610,1562,1355,1425,1401
ftsA,2923,3012,2773,2409,2388,2351
ftsZ,9923,9587,8928,9432,8353,8351
lpxC,29624,34912,30822,30789,33470,32073
secM,4745,4394,4472,4247,4563,4638
secA,14610,12017,12301,16432,15366,15415
mutT,267,255,219,386,420,381
yacG,350,329,311,361,439,467
zapD,1381,1363,1315,1771,1874,1799
coaE,662,657,584,496,442,495
yacM,9,8,15,10,7,11
guaC,1654,1213,1395,1392,1290,1577
hofC,193,186,185,182,169,209
hofB,413,433,385,291,318,323
ppdD,62,68,61,65,75,62
nadC,1656,1562,1451,576,553,573
ampD,796,716,723,436,381,422
ampE,1174,994,976,544,586,594
aroP,2945,1691,1944,473,480,517
pdhR,1387,1516,1297,1597,1418,1294
aceE,52661,44819,43066,165301,160984,133831
aceF,17420,16949,14709,44768,45710,41620
lpd,8044,7679,6528,14594,17871,16002
yacH,139,186,132,91,91,106
acnB,11527,9375,7121,14368,13449,13178
yacL,98,106,113,152,149,166
speD,2122,2366,2523,2926,3060,2947
speE,2864,3289,3298,3791,4113,3868
yacC,1967,2193,1887,631,694,739
cueO,440,405,340,670,606,599
gcd,2039,1542,1277,4033,3086,2679
hpt,830,836,702,856,817,851
can,3152,3314,2994,1699,1748,1826
yadG,1232,1287,1216,1077,1039,1075
yadH,1575,1645,1628,1295,1191,1238
yadI,152,143,130,119,133,125
yadE,374,354,277,297,362,311
panD,3384,3247,3030,1745,1489,1455
rpnC,189,181,176,58,86,78
panC,4362,3739,3573,2163,1969,2000
panB,5799,4427,4554,3302,3247,3350
yadC,50,60,41,56,57,39
yadK,12,10,19,17,13,13
yadL,2,9,9,6,10,10
yadM,11,6,11,30,19,12
htrE,23,36,43,39,25,19
yadV,17,26,10,9,20,26
yadN,3,6,7,41,54,63
folK,531,406,454,396,459,442
pcnB,4374,4052,3931,8631,9429,8915
gluQ,179,202,215,446,454,472
dksA,4835,5090,4464,3675,3152,3443
sfsA,1492,1581,1482,1090,1044,986
thpR,99,93,99,69,84,83
hrpB,1164,1058,956,1132,1144,1120
mrcB,2345,2282,2291,3195,3168,3164
fhuA,21412,21310,22392,1898,2147,2137
fhuC,2332,2257,2382,218,260,276
fhuD,948,786,746,108,128,149
fhuB,1997,1577,1731,505,529,491
hemL,3144,3087,2851,5289,5299,5267
clcA,601,586,526,1010,1019,962
yadW,8,20,9,34,25,27
erpA,1509,1732,1665,1167,1010,969
yadS,286,261,268,162,167,167
btuF,842,675,661,541,683,739
mtn,4773,4711,4775,2206,2494,2478
dgt,869,747,806,695,594,502
degP,685,529,609,2714,2059,1749
cdaR,142,170,179,210,189,180
yaeH,1608,1946,1785,567,542,523
yaeI,234,191,182,91,102,104
dapD,6154,5444,5528,3135,2795,2679
glnD,5619,3874,4324,1827,1902,1708
map,5479,4995,4955,4226,4560,4196
tff,1842,1979,1907,2491,2784,2646
rpsB,32219,33022,31956,45575,49716,45284
tsf,16631,17562,15913,30344,34127,30903
pyrH,4643,3691,4029,6167,7216,6821
frr,10511,10511,11017,11331,11663,11526
dxr,2199,1861,1886,3937,4004,4017
ispU,2571,2201,2216,2257,2251,2383
cdsA,1300,1034,1029,1291,1206,1351
rseP,2580,2315,2201,2920,2842,2914
bamA,12568,11130,11508,12931,14043,13160
skp,16664,14923,15604,7797,8084,6797
lpxD,14000,12880,12613,10577,11517,9897
fabZ,4671,4649,4762,5045,5280,4800
lpxA,7266,6798,6700,7287,7249,6744
lpxB,2497,2184,2026,2275,2577,2490
rnhB,703,641,597,1301,1309,1372
dnaE,5534,4938,5015,7107,7784,7598
accA,2549,2335,2184,3181,3302,3130
ldcC,801,754,686,1140,766,833
yaeR,338,335,293,395,292,317
tilS,612,530,559,796,763,726
rof,980,1032,1125,681,618,612
yaeP,327,274,293,207,140,178
yaeQ,402,318,332,589,504,527
arfB,236,170,198,341,375,359
nlpE,189,174,198,236,258,270
yaeF,144,101,120,90,145,142
proS,6616,6464,5940,11952,12023,11279
trmO,778,728,650,1013,1071,1075
rcsF,1846,1763,1665,1729,1743,1682
metQ,4819,4371,3587,1801,2061,1525
metI,793,732,513,449,534,482
metN,715,583,383,649,769,632
gmhB,1345,1176,1249,1060,1126,1112
rrsH,2138,978,3543,2400,6334,11191
ileV,208,189,221,137,92,127
alaV,197,210,199,113,120,120
rrlH,6115,3199,11164,8019,21056,35028
rrfH,2,1,4,6,2,8
aspU,403,279,339,300,313,298
dkgB,389,442,418,130,147,130
yafC,158,144,190,130,143,115
yafD,2556,2969,2826,478,519,504
yafE,575,668,528,156,184,163
mltD,19925,19023,16583,9037,11234,12168
gloB,924,1099,944,628,619,658
yafS,843,815,787,557,591,595
rnhA,776,656,687,463,466,514
dnaQ,1044,1031,1038,805,777,761
aspV,144,109,116,63,64,54
yafT,35,45,40,187,173,167
ykfM,3,2,1,28,70,55
yafV,449,420,413,225,226,241
ivy,263,267,230,930,814,852
fadE,379,387,354,169,173,210
lpcA,1878,1971,1867,1161,1189,1180
yafJ,1308,1461,1209,675,651,665
yafK,7618,8082,7430,3000,3023,2802
yafQ,374,403,372,251,302,313
dinJ,480,540,546,237,211,205
yafL,36,31,31,13,17,25
rayT,41,34,59,44,55,38
dinB,258,233,245,151,152,139
yafN,151,123,129,70,77,106
yafO,29,23,23,20,21,22
yafP,17,20,19,47,51,48
pepD,5277,5068,4773,4659,4571,4131
gpt,518,494,494,1082,947,1034
frsA,1905,1834,1826,1742,1772,1783
insB9,77,70,55,62,64,67
insA9,65,49,54,80,70,97
phoE,117,159,91,31,32,33
proB,2692,3180,2690,2962,2971,2940
proA,1033,1085,926,1171,1080,1079
thrW,117,95,123,170,169,194
ykfI,54,81,75,330,398,465
yafW,21,17,20,87,99,111
ykfH,6,7,8,32,30,48
ykfG,18,28,18,114,102,106
yafX,216,197,205,127,139,153
ykfF,116,96,79,57,74,88
ykfB,304,377,377,195,176,211
yafY,69,72,76,71,76,61
yafZ,15,23,25,56,47,41
ykfA,177,175,178,141,127,155
perR,134,98,119,82,110,120
insI-1,307,269,282,341,325,316
eyeA,46,29,37,32,36,31
ykfC,196,207,215,205,190,228
insH-1,669,596,515,502,508,489
mmuP,88,112,71,27,34,23
mmuM,159,145,121,63,77,75
afuC,55,68,57,87,121,142
insB-2,149,124,131,174,183,198
insA-2,133,114,86,120,167,155
yagB,85,84,65,42,47,27
yagA,9,15,12,5,6,8
yagE,91,89,94,161,146,119
yagF,69,76,78,296,254,182
yagG,22,22,20,61,57,52
yagH,95,107,81,142,138,109
xynR,600,404,318,176,208,199
argF,1633,852,672,221,265,223
ykgS,50,50,60,32,35,42
insB-3,223,194,164,167,168,169
insA-3,88,86,87,107,138,126
yagJ,208,226,238,81,75,83
yagK,115,150,101,25,33,22
yagL,28,25,30,27,41,42
yagM,14,8,16,18,18,35
ykgV,11,17,13,11,7,7
yagN,606,617,552,175,196,160
intF,432,526,444,323,465,578
yagP,96,112,100,35,51,56
paoD,103,83,66,35,46,48
paoC,106,118,86,81,65,55
paoB,50,46,38,32,26,25
paoA,23,42,37,33,13,31
yagU,269,201,243,315,251,169
ykgJ,56,46,46,31,31,30
ecpE,61,67,72,31,40,40
ecpD,221,218,219,97,74,91
ecpC,138,146,115,60,70,70
ecpB,10,10,9,25,38,34
ecpA,103,119,89,58,68,66
ecpR,2,1,2,16,23,21
ykgL,8,12,15,8,10,10
ykgO,8,5,2,13,17,21
ykgM,10,9,11,24,30,33
ykgR,2,5,2,83,42,68
insE-1,82,93,81,51,57,40
insF-1,261,186,211,206,199,171
rclC,12,15,14,95,37,27
rclB,3,17,8,44,23,22
rclA,20,28,21,140,31,16
rclR,7,5,6,6,6,3
ykgE,26,15,21,327,347,277
ykgF,89,54,57,537,504,463
ykgG,23,22,34,160,113,135
ykgH,6,1,2,36,21,34
betA,121,102,80,578,468,353
betB,180,169,138,573,443,370
betI,106,86,69,339,292,239
betT,162,169,128,322,220,236
yahV,0,0,0,11,12,8
pdeL,76,68,60,295,276,271
yahB,155,146,139,73,83,96
yahC,2,2,2,5,4,2
yahD,15,23,23,23,37,29
yahE,8,7,3,14,14,10
yahF,21,21,22,49,28,36
yahG,57,49,38,48,27,25
yahH,31,22,28,13,3,6
yahI,21,26,16,21,13,15
yahJ,337,292,281,201,209,224
yahK,333,394,303,287,227,208
yahL,6,9,6,9,7,11
yahM,4,5,8,38,34,42
yahN,16,11,10,61,81,77
yahO,202,302,225,263,101,103
prpR,32,32,25,30,14,26
prpB,30,19,31,19,11,22
prpC,19,16,15,9,7,9
prpD,19,31,38,34,45,33
prpE,100,88,76,46,52,52
codB,860,581,738,259,279,236
codA,588,475,556,229,221,273
cynR,99,84,62,69,93,124
cynT,349,252,349,594,503,577
cynS,558,356,691,478,431,456
cynX,1030,656,1076,822,765,885
lacA,68,58,68,215,108,106
lacY,36,40,30,161,93,84
lacZ,121,101,115,2668,1313,1246
lacI,761,653,624,519,520,569
mhpR,28,17,9,13,11,12
mhpA,13,20,11,23,16,14
mhpB,17,36,17,10,12,13
mhpC,29,31,34,4,13,14
mhpD,8,27,12,9,11,8
mhpF,41,49,33,18,25,35
mhpE,20,26,27,14,16,16
mhpT,112,141,121,40,45,34
yaiL,610,582,547,714,647,678
frmB,784,900,762,1129,1224,1119
frmA,457,487,417,1069,901,896
frmR,147,118,111,352,269,278
yaiO,78,85,68,46,46,30
insC-1,126,102,127,92,97,88
insD-1,160,133,147,118,102,104
yaiP,14,28,13,26,28,20
ykiC,0,0,0,2,1,0
yaiS,3,5,0,1,3,7
tauA,74,72,41,10,12,16
tauB,31,50,24,9,8,15
tauC,32,28,29,12,6,11
tauD,160,174,128,99,101,151
hemB,2545,2213,2049,3564,3385,3245
insF-2,298,215,237,212,196,200
insE-2,111,95,86,51,77,62
iprA,2,6,13,16,11,19
ampH,604,585,514,461,501,449
sbmA,536,526,546,589,597,576
yaiW,238,229,245,208,188,185
yaiY,73,64,58,66,80,108
yaiZ,142,165,116,134,130,123
ddlA,1896,1798,1633,2416,2474,2272
iraP,85,61,43,22,27,33
phoA,226,207,228,127,135,116
psiF,315,363,311,111,74,74
dgcC,88,84,93,152,161,187
proC,865,874,684,1577,1535,1632
yaiI,974,809,832,1293,1342,1316
aroL,1567,1203,1220,1744,1755,1737
yaiA,1245,1159,1026,1017,992,1040
aroM,911,820,789,1481,1679,1525
ppnP,625,568,560,468,443,492
ykiD,65,75,78,79,101,81
rdgC,974,877,866,1338,1428,1548
mak,124,84,99,135,119,105
araJ,979,1059,951,331,361,406
sbcC,1268,963,1066,2140,2083,2014
sbcD,742,788,688,1079,1193,1068
phoB,207,189,194,171,149,159
phoR,426,376,392,294,321,264
brnQ,6839,5641,5268,3448,3593,3600
proY,1584,1679,1350,2212,2115,2348
malZ,2264,1394,1621,1126,915,1002
acpH,355,289,300,205,175,174
queA,2200,2283,1977,4343,4328,4409
tgt,5276,4807,5365,9949,9944,9787
yajC,3872,3577,3861,5608,5675,5633
secD,6185,5919,5526,13802,14220,14109
secF,3685,3631,3720,5420,5656,6016
yajD,244,299,303,359,417,412
tsx,1542,1261,1365,1355,1663,1465
yajI,129,110,113,162,204,188
nrdR,875,901,804,801,756,732
ribD,3330,3260,2995,2715,2581,2789
ribE,1987,1680,1530,2359,2361,2304
nusB,2731,2429,2293,4842,4727,4172
thiL,744,712,637,1391,1370,1424
pgpA,1471,1381,1380,839,822,754
yajO,1070,1116,1011,670,611,593
dxs,4072,3502,3300,5411,5458,5671
ispA,3478,3279,3132,4268,5058,5083
xseB,1085,998,979,1303,1476,1476
thiI,3889,3697,3513,7944,8359,8017
yajL,413,445,421,563,595,487
panE,1180,1220,1158,1407,1537,1413
yajQ,560,555,526,1065,1009,1054
yajR,331,312,248,637,749,712
cyoE,3620,4751,3435,3524,3133,2755
cyoD,1642,2204,1601,2174,1869,1619
cyoC,2946,3633,2686,4605,3857,3198
cyoB,9728,9806,7467,12033,10106,8064
cyoA,5584,4647,3854,4729,3876,3354
ampG,1086,902,879,3971,4007,3747
yajG,2144,2043,1922,7732,7876,6955
bolA,1887,2157,1810,925,621,652
tig,17521,15284,15025,34425,33630,33967
clpP,6874,6908,6230,8919,9967,9359
clpX,17436,18745,17115,20282,22451,20942
lon,7178,6913,6299,15979,21533,23881
hupB,8642,7202,8300,6404,7029,6888
ppiD,4663,4352,4360,9429,8885,8794
ybaV,24,24,22,113,103,116
fadM,78,93,101,126,121,112
queC,821,763,800,492,484,522
ybaE,363,288,321,130,149,136
cof,545,669,634,226,214,194
decR,117,129,120,196,163,145
mdlA,520,557,515,801,651,673
mdlB,432,397,392,747,658,612
glnK,18,6,11,109,88,83
amtB,281,310,268,354,293,293
tesB,696,656,576,628,559,434
ybaY,557,618,459,742,462,511
atl,150,130,131,32,32,45
ffs,11,20,13,20,21,30
ybaA,89,71,49,60,72,80
pdeB,229,208,222,216,223,224
ylaC,432,440,379,1503,1647,1464
maa,1222,1244,1067,1251,1803,1905
hha,2774,3021,2852,2791,4260,4470
tomB,1417,1465,1377,702,866,923
acrB,6723,6762,6606,6970,7130,6543
acrA,3815,3371,3303,4980,4551,4626
acrR,728,781,717,530,601,549
mscK,1719,1624,1548,2350,2221,2270
ybaM,179,181,216,161,155,160
priC,510,520,479,396,411,442
ybaN,1544,1423,1292,310,315,265
apt,2667,2434,2304,6499,5398,4386
dnaX,5402,4791,4595,4423,4779,4570
ybaB,3524,2747,2821,3749,3660,3561
recR,3349,2618,2491,3187,3125,3226
htpG,4357,3195,3243,6973,12683,15191
adk,3562,4041,3250,6821,6575,6594
hemH,163,175,138,1355,1032,589
aes,47,66,54,99,85,82
gsk,1103,1124,982,3088,2946,2590
ybaL,1463,1466,1404,2211,1874,1661
fsr,373,415,367,513,468,346
ushA,807,710,725,979,820,827
ybaK,378,334,347,403,374,344
chiX,74,75,64,14,14,13
ybaP,740,634,622,393,459,445
ybaQ,3069,3146,3102,390,446,403
copA,4532,2765,3443,4864,3349,3033
glsA,268,110,130,1063,451,467
ybaT,530,315,312,1762,732,720
cueR,830,760,704,630,514,542
ybbJ,506,512,476,403,384,325
qmcA,341,337,355,441,400,424
fetA,96,71,103,347,321,307
fetB,103,89,82,166,157,156
cnoX,1504,1360,1333,1155,1278,1245
ybbO,807,864,795,500,441,400
tesA,2124,2211,2052,969,977,907
ybbA,486,410,414,236,261,278
ybbP,771,631,643,479,429,439
rhsD,249,223,261,143,155,134
ybbC,17,25,16,8,6,11
ylbG,78,68,68,69,74,86
selU,280,257,268,633,600,695
allS,20,18,15,18,13,13
allA,30,43,25,32,23,27
allR,2366,2598,2511,1028,929,820
gcl,92,95,93,53,46,33
hyi,18,11,6,7,12,10
glxR,15,10,9,27,7,12
ybbW,8,7,5,12,15,12
allB,61,94,67,68,54,52
ybbY,136,134,150,122,86,118
glxK,134,143,118,149,120,115
allE,104,95,125,92,84,93
allC,73,67,51,64,52,42
allD,8,5,5,6,12,17
fdrA,9,8,13,7,9,14
ylbE,43,53,39,38,40,43
ylbF,64,75,75,33,39,40
ybcF,157,59,117,40,34,35
purK,5348,2340,3436,937,907,901
purE,3748,2098,2517,687,665,699
lpxH,1453,1228,1201,2271,2455,2515
ppiB,3983,3455,3525,4729,4765,4683
cysS,1843,1661,1705,3871,3839,3557
ybcI,126,120,123,232,271,240
ybcJ,377,291,287,222,207,207
folD,6403,4518,4844,5108,5141,4769
sfmA,2,9,7,11,12,9
sfmC,5,0,11,12,16,13
sfmD,75,74,60,60,48,55
sfmH,1,2,0,3,4,2
sfmF,13,18,18,14,11,7
fimZ,10,16,17,8,16,15
argU,90,64,78,42,44,55
intD,669,668,691,337,338,346
insE-3,83,111,123,57,36,50
insF-3,242,190,211,213,199,173
emrE,93,96,64,336,303,353
ylcJ,0,0,3,2,2,2
ybcK,22,34,31,50,35,41
ybcL,188,200,164,50,44,48
ybcM,490,538,621,204,258,294
ylcH,5,6,4,3,2,3
ybcN,3,7,4,3,5,2
ninE,1,0,0,0,1,2
ybcO,3,3,4,3,4,0
rusA,1,4,0,2,1,0
ylcG,4,0,3,4,1,0
ybcQ,17,5,20,9,11,10
insH-2,703,609,578,547,558,504
essD,23,15,19,18,13,18
rrrD,53,66,61,46,58,55
rzpD,7,13,7,73,102,123
rzoD,0,0,0,0,0,0
borD,44,62,47,727,1075,1016
ybcV,70,73,85,49,97,103
ybcW,156,161,194,126,139,171
ylcI,28,31,31,28,27,24
nohD,30,52,28,19,22,29
tfaD,31,51,22,7,12,15
tfaX,29,40,27,2,8,8
appY,655,955,706,96,104,203
ompT,410,479,372,1711,1775,1522
envY,67,132,67,32,21,33
ybcH,48,68,36,132,138,139
nfrA,464,646,339,5028,4529,4261
nfrB,236,413,204,2537,2245,1971
cusS,191,325,187,271,268,246
cusR,174,246,120,308,292,234
cusC,36,66,18,35,39,26
cusF,9,27,18,21,11,10
cusB,69,94,37,46,35,41
cusA,166,283,170,143,122,111
pheP,761,1024,620,2488,2399,2441
ybdG,451,582,342,1000,981,915
nfsB,702,822,516,806,769,708
ybdF,180,250,153,125,121,106
ybdJ,80,133,78,106,124,80
ybdK,478,813,430,230,216,195
sokE,70,104,56,17,7,22
hokE,2,3,2,0,0,0
insL-2,701,726,607,951,1594,1630
entD,3903,4859,4035,99,121,115
fepA,11891,14132,10576,153,186,181
fes,1493,1660,1181,34,29,37
ybdZ,389,384,279,11,8,6
entF,13097,14151,10997,288,317,289
fepE,166,173,130,37,40,44
fepC,1116,1067,731,76,66,86
fepG,989,893,660,90,80,73
fepD,3048,3858,2410,202,153,196
entS,1578,1762,1253,174,133,144
fepB,3401,4625,2865,232,222,222
entC,11501,12474,9219,317,319,320
entE,7782,7301,6456,275,285,265
entB,7656,7506,6476,191,200,184
entA,5759,5284,4759,181,178,183
entH,3243,2972,2681,65,90,71
cstA,2322,2359,1898,183,169,169
ybdD,194,266,160,63,62,62
hcxA,262,340,222,150,172,139
ybdL,454,438,208,283,290,265
ybdM,53,71,31,43,54,43
ybdN,30,44,27,34,22,30
ybdO,26,34,20,22,10,21
dsbG,605,808,550,777,615,603
ahpC,25764,33367,19203,78594,69236,36663
ahpF,4155,4847,3226,63376,51516,17645
uspG,598,700,494,4267,4050,3331
ybdR,188,284,157,249,192,129
yldA,30,30,19,31,35,25
rnk,1941,2620,1614,2279,2270,2232
rna,1859,2267,1625,1656,1661,1559
citT,49,91,60,649,623,448
citG,65,70,41,287,281,188
citX,19,46,15,713,759,699
citF,66,73,43,3432,3525,3203
citE,77,91,44,1690,1706,1546
citD,19,38,24,819,905,763
citC,143,203,105,272,243,199
dpiB,207,288,179,207,146,164
dpiA,261,380,236,358,325,311
dcuC,400,348,328,561,666,656
pagP,450,524,291,1771,1939,2041
cspE,22007,23155,17057,17150,17766,17175
crcB,148,247,167,350,269,284
tatE,216,259,201,280,247,283
lipA,5757,7760,4834,10342,8965,8189
ybeF,132,180,108,158,170,153
lipB,445,534,313,462,631,681
ybeD,1440,2135,1223,1499,2193,2635
dacA,5421,6251,4350,7446,8400,8250
rlpA,6065,7538,4879,4238,4452,4440
mrdB,951,1142,749,2449,2377,2435
mrdA,1676,1971,1255,4426,4516,4359
rlmH,442,537,371,1030,1037,1039
rsfS,718,958,570,1451,1557,1456
cobC,279,275,169,254,252,231
nadD,1287,1416,1046,1516,1569,1544
holA,1952,2482,1609,2599,2357,2352
lptE,1387,1799,1071,1816,1776,1525
leuS,12458,15446,9375,21050,18812,17619
ybeL,413,491,280,541,319,224
ybeQ,91,149,77,88,63,68
ybeR,3,3,0,9,11,11
djlB,49,67,48,30,26,21
ybeT,2,5,3,4,3,0
ybeU,8,23,8,12,16,12
djlC,57,77,44,25,36,28
hscC,52,76,41,59,50,58
rihA,643,500,429,1436,1422,1235
gltL,443,502,300,958,1019,991
gltK,455,580,329,1397,1608,1360
gltJ,328,390,236,1000,1166,1053
gltI,1344,1374,868,3043,3163,2521
insH-3,668,613,579,1124,1079,895
lnt,2664,3444,2314,7273,8699,7727
ybeX,2404,3115,2148,4087,4841,4385
ybeY,1689,1996,1430,3127,3422,3265
ybeZ,4597,6005,3964,8281,9122,8812
miaB,4532,6037,3589,9594,8802,8006
ubiF,1253,1619,1046,1550,1245,1294
glnX,293,320,244,390,417,435
glnV,187,159,151,338,334,397
metU,316,363,261,298,247,216
glnW,992,1229,936,1587,1598,1564
glnU,779,925,730,1513,1502,1416
leuW,1166,1419,1005,1535,1505,1531
metT,321,399,241,297,199,218
asnB,4469,4589,2685,7278,4992,4818
umpH,1327,1693,1024,1899,1852,1682
nagC,2578,3318,2333,3352,3346,3109
nagA,1640,2190,1392,3581,3554,3333
nagB,323,399,242,753,572,482
nagE,708,971,612,1101,1010,808
glnS,13606,16824,10716,18998,19737,18774
chiP,25,44,33,109,93,99
chiQ,53,90,80,107,109,97
fur,4087,5325,3501,9378,8440,6839
uof,337,467,282,765,755,571
fldA,4936,6706,4381,8519,8670,7566
ybfE,386,518,343,950,995,938
ybfF,1001,1382,750,942,869,847
seqA,2730,3785,2297,4909,5013,4880
pgm,7172,8803,5326,10880,10674,10319
ybfP,50,69,37,105,109,98
potE,149,241,154,92,99,108
speF,81,116,55,41,43,49
ybfK,0,1,0,0,0,0
kdpE,80,78,54,91,64,58
kdpD,548,828,478,671,589,566
kdpC,103,150,95,140,128,117
kdpB,188,273,140,88,76,87
kdpA,36,57,26,22,13,16
kdpF,0,3,2,0,0,0
ybfA,4765,4551,3455,4320,3067,3225
rhsC,1720,2108,1415,1684,1375,1370
ybfB,60,95,61,25,28,19
ybfC,36,60,40,11,14,8
ybfQ,43,68,43,14,12,24
ybfD,73,99,73,27,20,26
ybgA,1069,1153,704,684,409,374
phr,489,504,302,325,247,241
dtpD,1756,2091,1551,1540,1542,1608
ybgI,1700,2358,1397,1319,987,927
pxpB,967,1172,750,601,448,455
pxpC,1142,1490,911,899,653,568
pxpA,717,978,611,662,545,560
nei,364,433,328,954,882,728
abrB,295,322,241,779,779,687
ybgO,136,210,140,75,67,57
ybgP,36,63,31,30,14,21
ybgQ,70,113,86,40,37,44
ybgD,22,30,16,12,5,7
gltA,6826,9625,3899,6417,4767,4726
ybgU,360,489,180,184,145,103
sdhC,673,920,265,443,438,411
sdhD,373,557,185,332,352,297
sdhA,979,1355,389,1718,1489,1487
sdhB,437,611,229,908,945,923
sucA,1717,2637,1153,3641,3460,3503
sucB,1097,1593,837,1633,1494,1519
sucC,844,1253,591,1372,1131,1214
sucD,744,1130,590,881,756,783
mngR,157,187,149,273,301,267
mngA,33,63,29,28,21,30
mngB,764,1065,615,499,454,492
cydA,101551,147393,100259,40431,34299,29857
cydB,55132,77824,52738,20010,16692,14762
cydX,1465,2222,1443,555,467,439
ybgE,6222,9801,6623,3410,3143,3037
ybgC,2208,2728,1860,2309,2197,2081
tolQ,3119,3464,2480,5289,4871,4537
tolR,1244,1307,927,2217,1974,1756
tolA,2718,2655,2267,3882,3289,3210
tolB,12836,13861,10017,10556,10066,9570
pal,19246,19802,15010,10184,11311,9569
cpoB,4802,5156,3826,2543,3008,2505
lysT,2001,2450,1691,4014,3788,4107
valT,938,1197,801,1678,1569,1728
lysW,757,1012,630,1279,1155,1248
valZ,532,641,435,721,630,688
lysY,388,530,389,622,594,657
lysZ,926,1315,883,973,1025,1025
lysQ,223,349,190,222,231,225
nadA,3357,5723,2973,248,170,171
pnuC,1426,2486,1457,132,102,89
zitB,743,1075,556,333,240,215
ybgS,300,612,254,763,323,473
aroG,43570,47946,31892,6854,5735,4918
gpmA,35065,37340,26388,3448,2660,2607
galM,659,872,470,960,975,900
galK,98,122,82,138,140,117
galT,1089,1184,689,15480,13771,10936
galE,2953,3055,1731,48763,43819,35495
modF,1088,1987,871,785,683,678
modE,569,664,470,542,483,504
acrZ,248,277,216,82,84,84
modA,483,565,316,629,635,680
modB,141,191,104,99,105,111
modC,787,894,498,581,539,479
ybhA,734,796,502,1378,1281,1217
pgl,2114,3096,1710,3200,2199,2049
ybhD,108,223,80,57,42,41
ybhH,104,127,46,3,9,2
ybhI,111,172,50,9,16,6
ybhJ,441,682,236,141,163,148
ybhC,1837,2339,1472,3615,3727,3223
